GEOID,NAME,total_population,median_age,under_18_pct,age_65_plus_pct,hispanic_latino_pct,white_alone_nh_pct,black_alone_nh_pct,asian_alone_or_combo_pct,white_alone_pct,black_alone_pct,two_or_more_races_pct,foreign_born_pct
12086006801,Census Tract 68.01; Miami-Dade County; Florida,3039.0,46.9,17.5,26.2,30.6,59.5,1.5,7.3,75.1,1.5,21.3,0.0
12086006802,Census Tract 68.02; Miami-Dade County; Florida,3450.0,52.6,19.4,33.4,57.7,36.3,1.4,1.9,51.2,1.7,37.4,0.2
12086006901,Census Tract 69.01; Miami-Dade County; Florida,2781.0,46.9,17.2,14.0,79.8,20.2,0.0,0.0,49.8,2.0,39.7,0.0
12086006902,Census Tract 69.02; Miami-Dade County; Florida,3110.0,58.0,16.1,31.1,86.8,9.1,0.0,6.9,32.7,3.1,62.3,0.0
12086007003,Census Tract 70.03; Miami-Dade County; Florida,4492.0,33.8,21.9,11.4,88.5,8.1,0.4,3.0,22.8,0.4,66.7,0.6
12086007004,Census Tract 70.04; Miami-Dade County; Florida,4957.0,39.4,22.7,11.6,64.3,22.5,1.5,1.6,35.5,1.5,53.1,5.3
12086007005,Census Tract 70.05; Miami-Dade County; Florida,1787.0,52.4,7.4,20.9,75.8,11.9,0.7,7.6,32.0,0.7,51.7,0.0
12086007006,Census Tract 70.06; Miami-Dade County; Florida,3441.0,39.2,21.2,18.7,87.4,11.4,0.0,0.6,39.1,0.0,50.3,0.1
12086007007,Census Tract 70.07; Miami-Dade County; Florida,2829.0,27.6,18.3,5.8,48.8,20.9,2.9,26.5,30.7,2.9,36.8,0.9
12086007101,Census Tract 71.01; Miami-Dade County; Florida,2958.0,42.3,20.6,13.1,47.0,20.5,21.8,7.8,39.6,21.8,31.1,0.0
12086007103,Census Tract 71.03; Miami-Dade County; Florida,2105.0,36.9,13.2,14.1,27.5,37.0,17.9,13.5,46.7,17.9,16.8,0.0
12086007104,Census Tract 71.04; Miami-Dade County; Florida,3354.0,35.6,21.5,6.8,47.3,47.9,0.5,3.7,67.6,1.8,27.1,0.0
12086007200,Census Tract 72; Miami-Dade County; Florida,2713.0,37.8,20.3,13.8,27.0,8.4,62.1,1.0,21.0,62.3,12.4,0.6
12086007300,Census Tract 73; Miami-Dade County; Florida,4434.0,40.2,33.4,18.4,44.7,41.8,8.2,1.8,51.2,8.2,36.0,2.6
12086007401,Census Tract 74.01; Miami-Dade County; Florida,1440.0,45.5,26.1,21.1,60.4,32.8,0.0,4.1,48.1,0.0,49.0,0.0
12086007402,Census Tract 74.02; Miami-Dade County; Florida,2398.0,44.2,19.8,18.4,64.2,31.2,0.0,2.8,60.7,0.0,32.7,3.6
12086007403,Census Tract 74.03; Miami-Dade County; Florida,3179.0,33.1,10.2,20.9,50.0,34.5,1.7,15.1,45.0,1.7,42.3,0.0
12086007501,Census Tract 75.01; Miami-Dade County; Florida,2551.0,48.3,25.0,24.3,54.4,34.5,2.5,4.4,48.8,2.5,41.8,0.2
12086007503,Census Tract 75.03; Miami-Dade County; Florida,797.0,40.3,21.7,17.8,62.7,31.6,0.0,1.0,53.8,0.0,35.5,0.0
