tract_geoid,tier_baseline,equity_baseline,composite_need,composite_access_deficit,deficit_baseline_stored,flag_fragile,flag_worsening,S1_equity_new,S1_tier_new,S1_deficit_new,S2_equity_new,S2_tier_new,S2_deficit_new,S3_equity_new,S3_tier_new,S3_deficit_new,S4_equity_new,S4_tier_new,S4_deficit_new,S5_equity_new,S5_tier_new,S5_deficit_new
12086000206,High,0.1362685449069848,0.2460405089639623,0.5538459722782646,0.37891877,False,False,0.13626854490698478,High,0.38148358,0.12954348598894794,High,0.3626568,0.13656081552685,High,0.38230178,0.12250213087041112,Moderate,0.34294453,0.10951638575970304,Moderate,0.30659094
12086000224,High,0.1363586399057405,0.2389532352100954,0.57064990053744,0.6035305,False,False,0.13635863990574046,High,0.5827229,0.1253359450274767,High,0.5356179,0.1338339121758382,High,0.57193357,0.13553333004917137,High,0.579196,0.11630818786010275,Moderate,0.49703813
12086000211,Moderate,0.1188890765176377,0.2234001261879605,0.5321799881957493,0.38430253,False,False,0.11888907651763773,Moderate,0.4078487,0.12405277994931425,Moderate,0.42556274,0.11888907651763773,Moderate,0.4078487,0.10788732634187248,Moderate,0.3701072,0.11888907651763773,Moderate,0.4078487
12086000212,High,0.1266019273016661,0.2266999891525584,0.5584558154366256,0.39888588,False,False,0.12660192730166617,High,0.39693552,0.12573000991728023,High,0.3942018,0.1265436339657274,High,0.39675274,0.11367024684795217,Moderate,0.35639077,0.10626249573023669,Moderate,0.33316523
12086000213,Low,0.0783538885329905,0.1558975329224762,0.5025986432508456,0.3354299,False,False,0.07835388853299058,Low,0.3375237,0.08268339302991345,Low,0.35617384,0.07835388853299058,Low,0.3375237,0.06903996958334635,Low,0.2974023,0.07835388853299058,Low,0.3375237
12086000226,High,0.1372372649156435,0.2545277328651402,0.5391839363467625,0.58197,False,True,0.13723726491564353,High,0.55281377,0.12682402150065425,High,0.51086754,0.1346466821083259,High,0.5423785,0.13608629287134125,High,0.5481775,0.1174717867272464,Moderate,0.47319525
12086000215,High,0.1445314470216388,0.2495091730214515,0.5792630598363321,0.372711,False,False,0.1445314470216388,High,0.37087187,0.15159314348042385,High,0.3889924,0.1464805332042716,High,0.3758733,0.13473142446587,High,0.34572473,0.1355620237736478,High,0.34785607
12086000216,Moderate,0.0893496441612444,0.1759817347970231,0.5077211238103777,0.33626717,False,False,0.08934964416124441,Moderate,0.3623117,0.09679235186127179,Moderate,0.3924918,0.08934964416124441,Moderate,0.3623117,0.07963001708642864,Low,0.32289872,0.08934964416124441,Moderate,0.3623117
12086000227,High,0.1422209063776659,0.2360723901749867,0.6024461660774724,0.5753622,False,False,0.1422209063776659,High,0.5564519,0.13087255827604427,High,0.5120505,0.13980729345479034,High,0.54700845,0.14131947632262054,High,0.552925,0.12238684271950002,Moderate,0.47884938
12086000218,High,0.14616896830607,0.2491875946122436,0.5865820428722422,0.42714825,False,False,0.14616896830606999,High,0.4178013,0.13943400854972837,High,0.39855045,0.14913374596874554,High,0.42627564,0.13670689506723752,High,0.39075541,0.11655852409663546,Moderate,0.33316442
